id,datetime,upserted_rows
44456,1712975436158,0
44457,1712975736159,0
44458,1712976036144,0
44459,1712976336158,0
44460,1712976636153,0
44461,1712976936150,0
44462,1712977236153,0
44463,1712977536155,0
44464,1712977836159,0
44465,1712978136142,0
44466,1712978436158,0
44467,1712978736153,0
44468,1712979036156,0
44469,1712979336151,0
44470,1712979636156,0
44471,1712979936156,0
44472,1712980236159,0
44473,1712980536159,0
44474,1712980836156,0
44475,1712981136114,0
44476,1712981436162,0
44477,1712981736153,0
44478,1712982036151,0
44479,1712982336039,0
44480,1712982636155,0
44481,1712982936172,0
44482,1712983236153,0
44483,1712983536147,0
44484,1712983836156,0
44485,1712984136157,0
44486,1712984436164,0
44487,1712984736159,0
44488,1712985036154,0
44489,1712985336178,0
44490,1712985636157,0
44491,1712985936234,0
44492,1712986236157,0
44493,1712986536157,0
