id,datetime,upserted_rows
1,2023-10-25T21:27:56.803Z,9
2,2023-10-25T21:32:56.606Z,1
3,2023-10-25T21:38:00.149Z,0
4,2023-10-25T21:42:56.596Z,0
5,2023-10-25T21:47:56.757Z,0
6,2023-10-25T21:52:56.693Z,0
7,2023-10-25T21:57:56.713Z,0
8,2023-10-25T22:02:56.713Z,0
9,2023-10-25T22:07:56.703Z,0
10,2023-10-25T22:12:56.700Z,0
11,2023-10-25T22:17:56.707Z,0
12,2023-10-25T22:22:56.729Z,0
13,2023-10-25T22:27:56.699Z,0
14,2023-10-25T22:32:56.701Z,0
15,2023-10-25T22:37:56.723Z,0
16,2023-10-25T22:42:56.714Z,0
17,2023-10-25T22:47:56.715Z,0
18,2023-10-25T22:52:56.706Z,0
19,2023-10-25T22:57:56.603Z,1
20,2023-10-25T23:02:56.711Z,0
21,2023-10-25T23:07:56.589Z,0
22,2023-10-25T23:12:56.714Z,0
23,2023-10-25T23:17:56.725Z,0
24,2023-10-25T23:22:56.698Z,0
25,2023-10-25T23:27:56.591Z,0
26,2023-10-25T23:32:56.713Z,0
27,2023-10-25T23:37:56.722Z,0
28,2023-10-25T23:42:56.698Z,0
29,2023-10-25T23:47:56.706Z,0
30,2023-10-25T23:52:56.703Z,0
31,2023-10-25T23:57:56.703Z,0
32,2023-10-26T00:02:56.695Z,0
33,2023-10-26T00:07:56.705Z,0
34,2023-10-26T00:12:56.699Z,0
35,2023-10-26T00:17:56.773Z,0
36,2023-10-26T00:22:56.723Z,0
37,2023-10-26T00:27:56.702Z,0
38,2023-10-26T00:32:56.710Z,0
39,2023-10-26T00:37:56.705Z,0
40,2023-10-26T00:42:56.587Z,0
41,2023-10-26T00:47:56.712Z,0
42,2023-10-26T00:52:56.719Z,0
43,2023-10-26T00:57:56.719Z,0
44,2023-10-26T01:02:56.775Z,0
45,2023-10-26T01:07:56.698Z,0
46,2023-10-26T01:12:56.706Z,0
47,2023-10-26T01:17:56.702Z,0
48,2023-10-26T01:22:56.702Z,0
49,2023-10-26T01:27:56.703Z,0
50,2023-10-26T01:32:56.703Z,0
51,2023-10-26T01:37:56.711Z,0
52,2023-10-26T01:42:56.703Z,0
53,2023-10-26T01:47:56.702Z,0
54,2023-10-26T01:52:56.714Z,0
55,2023-10-26T01:57:56.739Z,0
56,2023-10-26T02:02:56.706Z,0
57,2023-10-26T02:07:56.708Z,0
58,2023-10-26T02:12:56.587Z,0
59,2023-10-26T02:17:56.716Z,0
60,2023-10-26T02:22:56.704Z,0
61,2023-10-26T02:27:56.712Z,0
62,2023-10-26T02:32:56.715Z,0
63,2023-10-26T02:37:56.722Z,0
64,2023-10-26T02:42:56.709Z,0
65,2023-10-26T02:47:56.710Z,0
66,2023-10-26T02:52:56.722Z,0
67,2023-10-26T02:57:56.711Z,0
68,2023-10-26T03:02:56.695Z,0
69,2023-10-26T03:07:56.702Z,0
70,2023-10-26T03:12:56.754Z,0
71,2023-10-26T03:17:56.713Z,0
72,2023-10-26T03:22:56.713Z,0
73,2023-10-26T03:27:56.703Z,0
74,2023-10-26T03:32:56.706Z,0
75,2023-10-26T03:37:56.699Z,0
76,2023-10-26T03:42:56.715Z,0
77,2023-10-26T03:47:56.749Z,0
78,2023-10-26T03:52:56.703Z,0
79,2023-10-26T03:57:56.713Z,0
80,2023-10-26T04:02:56.708Z,0
81,2023-10-26T04:07:56.705Z,0
82,2023-10-26T04:12:56.716Z,0
83,2023-10-26T04:17:56.746Z,0
84,2023-10-26T04:22:56.697Z,0
85,2023-10-26T04:27:56.745Z,0
86,2023-10-26T04:32:56.766Z,0
87,2023-10-26T04:37:56.708Z,0
88,2023-10-26T04:42:56.712Z,0
89,2023-10-26T04:47:56.787Z,0
90,2023-10-26T04:52:56.709Z,0
91,2023-10-26T04:57:56.786Z,0
92,2023-10-26T05:02:56.589Z,0
93,2023-10-26T05:07:56.711Z,0
94,2023-10-26T05:12:56.716Z,0
95,2023-10-26T05:17:56.700Z,0
96,2023-10-26T05:22:56.754Z,0
97,2023-10-26T05:27:56.705Z,0
98,2023-10-26T05:32:56.706Z,0
99,2023-10-26T05:37:56.707Z,0
100,2023-10-26T05:42:56.742Z,0
101,2023-10-26T05:47:56.703Z,0
102,2023-10-26T05:52:56.710Z,0
103,2023-10-26T05:57:56.715Z,0
104,2023-10-26T06:02:56.704Z,0
105,2023-10-26T06:07:56.705Z,0
106,2023-10-26T06:12:56.721Z,0
107,2023-10-26T06:17:56.583Z,0
108,2023-10-26T06:22:56.715Z,0
109,2023-10-26T06:27:56.707Z,0
110,2023-10-26T06:32:56.716Z,0
111,2023-10-26T06:37:56.700Z,0
112,2023-10-26T06:42:56.705Z,0
113,2023-10-26T06:47:56.710Z,0
114,2023-10-26T06:52:56.686Z,0
115,2023-10-26T06:57:56.720Z,0
116,2023-10-26T07:02:56.710Z,0
117,2023-10-26T07:07:56.697Z,0
118,2023-10-26T07:12:56.704Z,0
119,2023-10-26T07:17:56.708Z,0
120,2023-10-26T07:22:56.700Z,0
121,2023-10-26T07:27:56.708Z,0
122,2023-10-26T07:32:56.701Z,0
123,2023-10-26T07:37:56.705Z,0
124,2023-10-26T07:42:56.709Z,0
125,2023-10-26T07:47:56.604Z,0
126,2023-10-26T07:52:56.710Z,0
127,2023-10-26T07:57:56.707Z,0
128,2023-10-26T08:02:56.707Z,0
129,2023-10-26T08:07:56.716Z,0
130,2023-10-26T08:12:56.705Z,0
131,2023-10-26T08:17:56.711Z,0
132,2023-10-26T08:22:56.706Z,0
133,2023-10-26T08:27:56.718Z,0
134,2023-10-26T08:32:56.712Z,0
135,2023-10-26T08:37:56.720Z,0
136,2023-10-26T08:42:56.707Z,0
137,2023-10-26T08:47:56.713Z,0
138,2023-10-26T08:52:56.711Z,0
139,2023-10-26T08:57:56.712Z,0
140,2023-10-26T09:02:56.717Z,0
141,2023-10-26T09:07:56.714Z,0
142,2023-10-26T09:12:56.724Z,0
